Maximum,192.2,@,No.1176,,,,,
Minimum,-0.2,@,No.2388,,,,,
Average,54.46,,,,,,,
Data Quantity,2405,,,,,,,
Number of NG,0,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date
1848,46.8,gf,2.33,mm,OK,--,8:59:21 AM,1/10/2026
1849,46.7,gf,2.325,mm,OK,--,8:59:21 AM,1/10/2026
1850,46.7,gf,2.32,mm,OK,--,8:59:21 AM,1/10/2026
1851,46.7,gf,2.315,mm,OK,--,8:59:21 AM,1/10/2026
1852,46.4,gf,2.315,mm,OK,--,8:59:22 AM,1/10/2026
1853,46.1,gf,2.31,mm,OK,--,8:59:22 AM,1/10/2026
1854,46,gf,2.31,mm,OK,--,8:59:22 AM,1/10/2026
1855,45.7,gf,2.305,mm,OK,--,8:59:22 AM,1/10/2026
1856,45.3,gf,2.305,mm,OK,--,8:59:22 AM,1/10/2026
1857,45,gf,2.3,mm,OK,--,8:59:22 AM,1/10/2026
1858,44.8,gf,2.295,mm,OK,--,8:59:22 AM,1/10/2026
1859,44.6,gf,2.295,mm,OK,--,8:59:22 AM,1/10/2026
1860,44.4,gf,2.295,mm,OK,--,8:59:22 AM,1/10/2026
1861,44.3,gf,2.29,mm,OK,--,8:59:22 AM,1/10/2026
1862,44,gf,2.285,mm,OK,--,8:59:23 AM,1/10/2026
1863,43.5,gf,2.28,mm,OK,--,8:59:23 AM,1/10/2026
1864,43.2,gf,2.275,mm,OK,--,8:59:23 AM,1/10/2026
1865,42.9,gf,2.27,mm,OK,--,8:59:23 AM,1/10/2026
1866,42.2,gf,2.265,mm,OK,--,8:59:23 AM,1/10/2026
1867,41.6,gf,2.26,mm,OK,--,8:59:23 AM,1/10/2026
1868,40.9,gf,2.255,mm,OK,--,8:59:23 AM,1/10/2026
1869,40.3,gf,2.25,mm,OK,--,8:59:23 AM,1/10/2026
1870,40,gf,2.245,mm,OK,--,8:59:23 AM,1/10/2026
1871,39.9,gf,2.24,mm,OK,--,8:59:23 AM,1/10/2026
1872,39.7,gf,2.24,mm,OK,--,8:59:24 AM,1/10/2026
1873,39.7,gf,2.235,mm,OK,--,8:59:24 AM,1/10/2026
1874,39.6,gf,2.235,mm,OK,--,8:59:24 AM,1/10/2026
1875,39.5,gf,2.235,mm,OK,--,8:59:24 AM,1/10/2026
1876,39.5,gf,2.235,mm,OK,--,8:59:24 AM,1/10/2026
1877,39.2,gf,2.23,mm,OK,--,8:59:24 AM,1/10/2026
1878,39,gf,2.23,mm,OK,--,8:59:24 AM,1/10/2026
1879,39,gf,2.23,mm,OK,--,8:59:24 AM,1/10/2026
1880,38.7,gf,2.225,mm,OK,--,8:59:24 AM,1/10/2026
1881,38.7,gf,2.225,mm,OK,--,8:59:24 AM,1/10/2026
1882,38.6,gf,2.225,mm,OK,--,8:59:25 AM,1/10/2026
1883,38.7,gf,2.225,mm,OK,--,8:59:25 AM,1/10/2026
1884,38.6,gf,2.225,mm,OK,--,8:59:25 AM,1/10/2026
1885,38.6,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1886,38.5,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1887,38.5,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1888,38.4,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1889,38.2,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1890,38.3,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1891,38.3,gf,2.22,mm,OK,--,8:59:25 AM,1/10/2026
1892,38.2,gf,2.215,mm,OK,--,8:59:26 AM,1/10/2026
1893,37.9,gf,2.215,mm,OK,--,8:59:26 AM,1/10/2026
1894,37.6,gf,2.21,mm,OK,--,8:59:26 AM,1/10/2026
1895,37.3,gf,2.205,mm,OK,--,8:59:26 AM,1/10/2026
1896,36.9,gf,2.2,mm,OK,--,8:59:26 AM,1/10/2026
1897,36.6,gf,2.195,mm,OK,--,8:59:26 AM,1/10/2026
1898,36.3,gf,2.19,mm,OK,--,8:59:26 AM,1/10/2026
1899,35.1,gf,2.18,mm,OK,--,8:59:26 AM,1/10/2026
1900,34.1,gf,2.17,mm,OK,--,8:59:26 AM,1/10/2026
1901,33.7,gf,2.16,mm,OK,--,8:59:26 AM,1/10/2026
1902,33.2,gf,2.155,mm,OK,--,8:59:27 AM,1/10/2026
1903,32.7,gf,2.15,mm,OK,--,8:59:27 AM,1/10/2026
1904,32.2,gf,2.14,mm,OK,--,8:59:27 AM,1/10/2026
1905,31.1,gf,2.135,mm,OK,--,8:59:27 AM,1/10/2026
1906,30.4,gf,2.125,mm,OK,--,8:59:27 AM,1/10/2026
1907,29.8,gf,2.11,mm,OK,--,8:59:27 AM,1/10/2026
1908,29.8,gf,2.1,mm,OK,--,8:59:27 AM,1/10/2026
1909,28.9,gf,2.09,mm,OK,--,8:59:27 AM,1/10/2026
1910,27.9,gf,2.08,mm,OK,--,8:59:27 AM,1/10/2026
1911,27.5,gf,2.075,mm,OK,--,8:59:27 AM,1/10/2026
1912,26.9,gf,2.07,mm,OK,--,8:59:28 AM,1/10/2026
1913,26.2,gf,2.06,mm,OK,--,8:59:28 AM,1/10/2026
1914,27.1,gf,2.055,mm,OK,--,8:59:28 AM,1/10/2026
1915,27.5,gf,2.05,mm,OK,--,8:59:28 AM,1/10/2026
1916,27.1,gf,2.045,mm,OK,--,8:59:28 AM,1/10/2026
1917,26.6,gf,2.04,mm,OK,--,8:59:28 AM,1/10/2026
1918,27.9,gf,2.03,mm,OK,--,8:59:28 AM,1/10/2026
1919,28.8,gf,2.025,mm,OK,--,8:59:28 AM,1/10/2026
1920,28.6,gf,2.015,mm,OK,--,8:59:28 AM,1/10/2026
1921,28.4,gf,2.015,mm,OK,--,8:59:28 AM,1/10/2026
1922,28.3,gf,2.01,mm,OK,--,8:59:29 AM,1/10/2026
1923,28.4,gf,2.005,mm,OK,--,8:59:29 AM,1/10/2026
1924,28.5,gf,2.005,mm,OK,--,8:59:29 AM,1/10/2026
1925,28,gf,2,mm,OK,--,8:59:29 AM,1/10/2026
1926,27.9,gf,2,mm,OK,--,8:59:29 AM,1/10/2026
1927,28.2,gf,1.995,mm,OK,--,8:59:29 AM,1/10/2026
1928,28.2,gf,1.995,mm,OK,--,8:59:29 AM,1/10/2026
1929,28.1,gf,1.995,mm,OK,--,8:59:29 AM,1/10/2026
1930,28.1,gf,1.99,mm,OK,--,8:59:29 AM,1/10/2026
1931,28.2,gf,1.99,mm,OK,--,8:59:29 AM,1/10/2026
1932,28,gf,1.99,mm,OK,--,8:59:30 AM,1/10/2026
1933,27.8,gf,1.99,mm,OK,--,8:59:30 AM,1/10/2026
1934,27.5,gf,1.985,mm,OK,--,8:59:30 AM,1/10/2026
1935,27.7,gf,1.98,mm,OK,--,8:59:30 AM,1/10/2026
1936,28.4,gf,1.98,mm,OK,--,8:59:30 AM,1/10/2026
1937,28.5,gf,1.975,mm,OK,--,8:59:30 AM,1/10/2026
1938,28.5,gf,1.975,mm,OK,--,8:59:30 AM,1/10/2026
1939,28.5,gf,1.975,mm,OK,--,8:59:30 AM,1/10/2026
1940,28.5,gf,1.97,mm,OK,--,8:59:30 AM,1/10/2026
1941,28.6,gf,1.97,mm,OK,--,8:59:30 AM,1/10/2026
1942,28.5,gf,1.965,mm,OK,--,8:59:31 AM,1/10/2026
1943,28.3,gf,1.965,mm,OK,--,8:59:31 AM,1/10/2026
1944,28.3,gf,1.96,mm,OK,--,8:59:31 AM,1/10/2026
1945,28.4,gf,1.955,mm,OK,--,8:59:31 AM,1/10/2026
1946,28.3,gf,1.955,mm,OK,--,8:59:31 AM,1/10/2026
1947,28.3,gf,1.955,mm,OK,--,8:59:31 AM,1/10/2026
1948,28.2,gf,1.95,mm,OK,--,8:59:31 AM,1/10/2026
1949,27.9,gf,1.95,mm,OK,--,8:59:31 AM,1/10/2026
1950,27.6,gf,1.945,mm,OK,--,8:59:31 AM,1/10/2026
1951,27.3,gf,1.94,mm,OK,--,8:59:31 AM,1/10/2026
1952,27.1,gf,1.935,mm,OK,--,8:59:32 AM,1/10/2026
1953,26.8,gf,1.93,mm,OK,--,8:59:32 AM,1/10/2026
1954,26.8,gf,1.925,mm,OK,--,8:59:32 AM,1/10/2026
1955,26.8,gf,1.92,mm,OK,--,8:59:32 AM,1/10/2026
1956,26.4,gf,1.915,mm,OK,--,8:59:32 AM,1/10/2026
1957,26.6,gf,1.91,mm,OK,--,8:59:32 AM,1/10/2026
1958,26.6,gf,1.91,mm,OK,--,8:59:32 AM,1/10/2026
1959,26.6,gf,1.905,mm,OK,--,8:59:32 AM,1/10/2026
1960,26.6,gf,1.9,mm,OK,--,8:59:32 AM,1/10/2026
1961,26.6,gf,1.9,mm,OK,--,8:59:32 AM,1/10/2026
1962,26.5,gf,1.895,mm,OK,--,8:59:33 AM,1/10/2026
1963,26.5,gf,1.895,mm,OK,--,8:59:33 AM,1/10/2026
1964,26.4,gf,1.89,mm,OK,--,8:59:33 AM,1/10/2026
1965,26.8,gf,1.885,mm,OK,--,8:59:33 AM,1/10/2026
1966,26.8,gf,1.885,mm,OK,--,8:59:33 AM,1/10/2026
1967,26.7,gf,1.88,mm,OK,--,8:59:33 AM,1/10/2026
1968,26.5,gf,1.88,mm,OK,--,8:59:33 AM,1/10/2026
1969,26.4,gf,1.88,mm,OK,--,8:59:33 AM,1/10/2026
1970,26.5,gf,1.875,mm,OK,--,8:59:33 AM,1/10/2026
1971,26.6,gf,1.875,mm,OK,--,8:59:33 AM,1/10/2026
1972,26.5,gf,1.87,mm,OK,--,8:59:34 AM,1/10/2026
1973,26.2,gf,1.87,mm,OK,--,8:59:34 AM,1/10/2026
1974,26,gf,1.865,mm,OK,--,8:59:34 AM,1/10/2026
1975,26,gf,1.865,mm,OK,--,8:59:34 AM,1/10/2026
1976,26.2,gf,1.86,mm,OK,--,8:59:34 AM,1/10/2026
1977,26.2,gf,1.86,mm,OK,--,8:59:34 AM,1/10/2026
1978,26,gf,1.855,mm,OK,--,8:59:34 AM,1/10/2026
1979,25.7,gf,1.855,mm,OK,--,8:59:34 AM,1/10/2026
1980,25.6,gf,1.85,mm,OK,--,8:59:34 AM,1/10/2026
1981,25.4,gf,1.845,mm,OK,--,8:59:34 AM,1/10/2026
1982,25.8,gf,1.84,mm,OK,--,8:59:35 AM,1/10/2026
1983,25.6,gf,1.835,mm,OK,--,8:59:35 AM,1/10/2026
1984,25.8,gf,1.825,mm,OK,--,8:59:35 AM,1/10/2026
1985,26.3,gf,1.815,mm,OK,--,8:59:35 AM,1/10/2026
1986,26.6,gf,1.805,mm,OK,--,8:59:35 AM,1/10/2026
1987,26.4,gf,1.795,mm,OK,--,8:59:35 AM,1/10/2026
1988,26.4,gf,1.79,mm,OK,--,8:59:35 AM,1/10/2026
1989,26.3,gf,1.785,mm,OK,--,8:59:35 AM,1/10/2026
1990,26.3,gf,1.78,mm,OK,--,8:59:35 AM,1/10/2026
1991,26.4,gf,1.78,mm,OK,--,8:59:35 AM,1/10/2026
1992,26.2,gf,1.775,mm,OK,--,8:59:36 AM,1/10/2026
1993,25.5,gf,1.77,mm,OK,--,8:59:36 AM,1/10/2026
1994,25.6,gf,1.765,mm,OK,--,8:59:36 AM,1/10/2026
1995,25.6,gf,1.76,mm,OK,--,8:59:36 AM,1/10/2026
1996,25.6,gf,1.76,mm,OK,--,8:59:36 AM,1/10/2026
1997,25.6,gf,1.755,mm,OK,--,8:59:36 AM,1/10/2026
1998,25.8,gf,1.755,mm,OK,--,8:59:36 AM,1/10/2026
1999,25.8,gf,1.755,mm,OK,--,8:59:36 AM,1/10/2026
2000,25.8,gf,1.75,mm,OK,--,8:59:36 AM,1/10/2026
2001,25.8,gf,1.75,mm,OK,--,8:59:36 AM,1/10/2026
2002,25.6,gf,1.75,mm,OK,--,8:59:37 AM,1/10/2026
2003,25.4,gf,1.745,mm,OK,--,8:59:37 AM,1/10/2026
2004,25.5,gf,1.74,mm,OK,--,8:59:37 AM,1/10/2026
2005,25.8,gf,1.74,mm,OK,--,8:59:37 AM,1/10/2026
2006,26.2,gf,1.735,mm,OK,--,8:59:37 AM,1/10/2026
2007,26.4,gf,1.73,mm,OK,--,8:59:37 AM,1/10/2026
2008,26.7,gf,1.725,mm,OK,--,8:59:37 AM,1/10/2026
2009,27,gf,1.725,mm,OK,--,8:59:37 AM,1/10/2026
2010,26.8,gf,1.725,mm,OK,--,8:59:37 AM,1/10/2026
2011,26.4,gf,1.72,mm,OK,--,8:59:37 AM,1/10/2026
2012,26.5,gf,1.715,mm,OK,--,8:59:38 AM,1/10/2026
2013,26.9,gf,1.715,mm,OK,--,8:59:38 AM,1/10/2026
2014,26.8,gf,1.71,mm,OK,--,8:59:38 AM,1/10/2026
2015,27,gf,1.71,mm,OK,--,8:59:38 AM,1/10/2026
2016,27,gf,1.71,mm,OK,--,8:59:38 AM,1/10/2026
2017,27,gf,1.705,mm,OK,--,8:59:38 AM,1/10/2026
2018,27,gf,1.705,mm,OK,--,8:59:38 AM,1/10/2026
2019,26.9,gf,1.705,mm,OK,--,8:59:38 AM,1/10/2026
2020,26.8,gf,1.705,mm,OK,--,8:59:38 AM,1/10/2026
2021,26.6,gf,1.7,mm,OK,--,8:59:38 AM,1/10/2026
2022,26.5,gf,1.7,mm,OK,--,8:59:39 AM,1/10/2026
2023,26.4,gf,1.7,mm,OK,--,8:59:39 AM,1/10/2026
2024,26,gf,1.695,mm,OK,--,8:59:39 AM,1/10/2026
2025,26.1,gf,1.69,mm,OK,--,8:59:39 AM,1/10/2026
2026,26,gf,1.685,mm,OK,--,8:59:39 AM,1/10/2026
2027,26.1,gf,1.68,mm,OK,--,8:59:39 AM,1/10/2026
2028,26.1,gf,1.68,mm,OK,--,8:59:39 AM,1/10/2026
2029,26,gf,1.675,mm,OK,--,8:59:39 AM,1/10/2026
2030,26.1,gf,1.675,mm,OK,--,8:59:39 AM,1/10/2026
2031,26.1,gf,1.67,mm,OK,--,8:59:39 AM,1/10/2026
2032,26.1,gf,1.67,mm,OK,--,8:59:40 AM,1/10/2026
2033,26.3,gf,1.665,mm,OK,--,8:59:40 AM,1/10/2026
2034,26.1,gf,1.665,mm,OK,--,8:59:40 AM,1/10/2026
2035,25.9,gf,1.665,mm,OK,--,8:59:40 AM,1/10/2026
2036,26,gf,1.66,mm,OK,--,8:59:40 AM,1/10/2026
2037,26.2,gf,1.655,mm,OK,--,8:59:40 AM,1/10/2026
2038,26.3,gf,1.655,mm,OK,--,8:59:40 AM,1/10/2026
2039,26.5,gf,1.65,mm,OK,--,8:59:40 AM,1/10/2026
2040,26.6,gf,1.65,mm,OK,--,8:59:40 AM,1/10/2026
2041,26.9,gf,1.645,mm,OK,--,8:59:40 AM,1/10/2026
2042,27.2,gf,1.645,mm,OK,--,8:59:41 AM,1/10/2026
2043,27.5,gf,1.645,mm,OK,--,8:59:41 AM,1/10/2026
2044,27.7,gf,1.645,mm,OK,--,8:59:41 AM,1/10/2026
2045,27.5,gf,1.645,mm,OK,--,8:59:41 AM,1/10/2026
2046,27.3,gf,1.64,mm,OK,--,8:59:41 AM,1/10/2026
2047,28,gf,1.635,mm,OK,--,8:59:41 AM,1/10/2026
2048,28.4,gf,1.63,mm,OK,--,8:59:41 AM,1/10/2026
2049,28.2,gf,1.625,mm,OK,--,8:59:41 AM,1/10/2026
2050,28.3,gf,1.62,mm,OK,--,8:59:41 AM,1/10/2026
2051,28.4,gf,1.62,mm,OK,--,8:59:41 AM,1/10/2026
2052,28.2,gf,1.615,mm,OK,--,8:59:42 AM,1/10/2026
2053,28.3,gf,1.61,mm,OK,--,8:59:42 AM,1/10/2026
2054,28.3,gf,1.61,mm,OK,--,8:59:42 AM,1/10/2026
2055,28,gf,1.605,mm,OK,--,8:59:42 AM,1/10/2026
2056,27.9,gf,1.605,mm,OK,--,8:59:42 AM,1/10/2026
2057,28.4,gf,1.6,mm,OK,--,8:59:42 AM,1/10/2026
2058,29.6,gf,1.59,mm,OK,--,8:59:42 AM,1/10/2026
2059,30,gf,1.59,mm,OK,--,8:59:42 AM,1/10/2026
2060,30.1,gf,1.585,mm,OK,--,8:59:42 AM,1/10/2026
2061,30.2,gf,1.585,mm,OK,--,8:59:42 AM,1/10/2026
2062,30.5,gf,1.58,mm,OK,--,8:59:43 AM,1/10/2026
2063,30.9,gf,1.575,mm,OK,--,8:59:43 AM,1/10/2026
2064,32.4,gf,1.565,mm,OK,--,8:59:43 AM,1/10/2026
2065,33.1,gf,1.56,mm,OK,--,8:59:43 AM,1/10/2026
2066,33.7,gf,1.555,mm,OK,--,8:59:43 AM,1/10/2026
2067,33.9,gf,1.55,mm,OK,--,8:59:43 AM,1/10/2026
2068,34.1,gf,1.545,mm,OK,--,8:59:43 AM,1/10/2026
2069,34.4,gf,1.54,mm,OK,--,8:59:43 AM,1/10/2026
2070,34.7,gf,1.535,mm,OK,--,8:59:43 AM,1/10/2026
2071,34.8,gf,1.53,mm,OK,--,8:59:43 AM,1/10/2026
2072,34.9,gf,1.53,mm,OK,--,8:59:44 AM,1/10/2026
2073,34.8,gf,1.525,mm,OK,--,8:59:44 AM,1/10/2026
2074,34.9,gf,1.525,mm,OK,--,8:59:44 AM,1/10/2026
2075,34.9,gf,1.52,mm,OK,--,8:59:44 AM,1/10/2026
2076,34.8,gf,1.52,mm,OK,--,8:59:44 AM,1/10/2026
2077,34.8,gf,1.52,mm,OK,--,8:59:44 AM,1/10/2026
2078,34.7,gf,1.515,mm,OK,--,8:59:44 AM,1/10/2026
2079,34.6,gf,1.515,mm,OK,--,8:59:44 AM,1/10/2026
2080,34.6,gf,1.515,mm,OK,--,8:59:44 AM,1/10/2026
2081,34.2,gf,1.51,mm,OK,--,8:59:44 AM,1/10/2026
2082,34.4,gf,1.505,mm,OK,--,8:59:45 AM,1/10/2026
2083,34.2,gf,1.5,mm,OK,--,8:59:45 AM,1/10/2026
2084,34.2,gf,1.495,mm,OK,--,8:59:45 AM,1/10/2026
2085,34.4,gf,1.495,mm,OK,--,8:59:45 AM,1/10/2026
2086,34.6,gf,1.495,mm,OK,--,8:59:45 AM,1/10/2026
2087,34.6,gf,1.495,mm,OK,--,8:59:45 AM,1/10/2026
2088,34.7,gf,1.49,mm,OK,--,8:59:45 AM,1/10/2026
2089,34.4,gf,1.49,mm,OK,--,8:59:45 AM,1/10/2026
2090,34.4,gf,1.49,mm,OK,--,8:59:45 AM,1/10/2026
2091,34.4,gf,1.49,mm,OK,--,8:59:45 AM,1/10/2026
2092,34.5,gf,1.485,mm,OK,--,8:59:46 AM,1/10/2026
2093,34.6,gf,1.48,mm,OK,--,8:59:46 AM,1/10/2026
2094,35,gf,1.48,mm,OK,--,8:59:46 AM,1/10/2026
2095,35.2,gf,1.48,mm,OK,--,8:59:46 AM,1/10/2026
2096,35.1,gf,1.475,mm,OK,--,8:59:46 AM,1/10/2026
2097,35.2,gf,1.475,mm,OK,--,8:59:46 AM,1/10/2026
2098,35.2,gf,1.475,mm,OK,--,8:59:46 AM,1/10/2026
2099,35.4,gf,1.47,mm,OK,--,8:59:46 AM,1/10/2026
2100,35.6,gf,1.47,mm,OK,--,8:59:46 AM,1/10/2026
2101,35.8,gf,1.465,mm,OK,--,8:59:46 AM,1/10/2026
2102,36.2,gf,1.465,mm,OK,--,8:59:47 AM,1/10/2026
2103,36.4,gf,1.465,mm,OK,--,8:59:47 AM,1/10/2026
2104,36.6,gf,1.46,mm,OK,--,8:59:47 AM,1/10/2026
2105,36.6,gf,1.46,mm,OK,--,8:59:47 AM,1/10/2026
2106,36.6,gf,1.46,mm,OK,--,8:59:47 AM,1/10/2026
2107,36.4,gf,1.46,mm,OK,--,8:59:47 AM,1/10/2026
2108,36.4,gf,1.46,mm,OK,--,8:59:47 AM,1/10/2026
2109,36.5,gf,1.455,mm,OK,--,8:59:47 AM,1/10/2026
2110,36.6,gf,1.455,mm,OK,--,8:59:47 AM,1/10/2026
2111,36.4,gf,1.45,mm,OK,--,8:59:47 AM,1/10/2026
2112,36.2,gf,1.445,mm,OK,--,8:59:48 AM,1/10/2026
2113,36.5,gf,1.435,mm,OK,--,8:59:48 AM,1/10/2026
2114,36.7,gf,1.43,mm,OK,--,8:59:48 AM,1/10/2026
2115,36.8,gf,1.43,mm,OK,--,8:59:48 AM,1/10/2026
2116,36.8,gf,1.425,mm,OK,--,8:59:48 AM,1/10/2026
2117,37.8,gf,1.41,mm,OK,--,8:59:48 AM,1/10/2026
2118,38.6,gf,1.405,mm,OK,--,8:59:48 AM,1/10/2026
2119,38.4,gf,1.4,mm,OK,--,8:59:48 AM,1/10/2026
2120,38.1,gf,1.395,mm,OK,--,8:59:48 AM,1/10/2026
2121,37.6,gf,1.39,mm,OK,--,8:59:48 AM,1/10/2026
2122,37.3,gf,1.38,mm,OK,--,8:59:49 AM,1/10/2026
2123,37.4,gf,1.375,mm,OK,--,8:59:49 AM,1/10/2026
2124,38.2,gf,1.37,mm,OK,--,8:59:49 AM,1/10/2026
2125,38.1,gf,1.36,mm,OK,--,8:59:49 AM,1/10/2026
2126,38.5,gf,1.355,mm,OK,--,8:59:49 AM,1/10/2026
2127,38.6,gf,1.35,mm,OK,--,8:59:49 AM,1/10/2026
2128,38.9,gf,1.35,mm,OK,--,8:59:49 AM,1/10/2026
2129,39.1,gf,1.345,mm,OK,--,8:59:49 AM,1/10/2026
2130,39.4,gf,1.345,mm,OK,--,8:59:49 AM,1/10/2026
2131,39.4,gf,1.345,mm,OK,--,8:59:49 AM,1/10/2026
2132,39.4,gf,1.345,mm,OK,--,8:59:50 AM,1/10/2026
2133,39.2,gf,1.34,mm,OK,--,8:59:50 AM,1/10/2026
2134,39.2,gf,1.34,mm,OK,--,8:59:50 AM,1/10/2026
2135,39.2,gf,1.335,mm,OK,--,8:59:50 AM,1/10/2026
2136,39.6,gf,1.335,mm,OK,--,8:59:50 AM,1/10/2026
2137,39.9,gf,1.335,mm,OK,--,8:59:50 AM,1/10/2026
2138,39.9,gf,1.33,mm,OK,--,8:59:50 AM,1/10/2026
2139,39.9,gf,1.33,mm,OK,--,8:59:50 AM,1/10/2026
2140,39.7,gf,1.33,mm,OK,--,8:59:50 AM,1/10/2026
2141,39.7,gf,1.325,mm,OK,--,8:59:50 AM,1/10/2026
2142,39.7,gf,1.32,mm,OK,--,8:59:51 AM,1/10/2026
2143,39.7,gf,1.315,mm,OK,--,8:59:51 AM,1/10/2026
2144,39.5,gf,1.315,mm,OK,--,8:59:51 AM,1/10/2026
2145,39.8,gf,1.315,mm,OK,--,8:59:51 AM,1/10/2026
2146,39.8,gf,1.31,mm,OK,--,8:59:51 AM,1/10/2026
2147,39.7,gf,1.31,mm,OK,--,8:59:51 AM,1/10/2026
2148,39.6,gf,1.31,mm,OK,--,8:59:51 AM,1/10/2026
2149,39.6,gf,1.305,mm,OK,--,8:59:51 AM,1/10/2026
2150,39.6,gf,1.305,mm,OK,--,8:59:51 AM,1/10/2026
2151,39.7,gf,1.305,mm,OK,--,8:59:51 AM,1/10/2026
2152,39.7,gf,1.3,mm,OK,--,8:59:52 AM,1/10/2026
2153,39.4,gf,1.295,mm,OK,--,8:59:52 AM,1/10/2026
2154,39.7,gf,1.29,mm,OK,--,8:59:52 AM,1/10/2026
2155,39.6,gf,1.28,mm,OK,--,8:59:52 AM,1/10/2026
2156,39.6,gf,1.275,mm,OK,--,8:59:52 AM,1/10/2026
2157,39.8,gf,1.275,mm,OK,--,8:59:52 AM,1/10/2026
2158,39.9,gf,1.27,mm,OK,--,8:59:52 AM,1/10/2026
2159,39.8,gf,1.27,mm,OK,--,8:59:52 AM,1/10/2026
2160,39.7,gf,1.265,mm,OK,--,8:59:52 AM,1/10/2026
2161,39.6,gf,1.265,mm,OK,--,8:59:52 AM,1/10/2026
2162,39.6,gf,1.26,mm,OK,--,8:59:53 AM,1/10/2026
2163,39.1,gf,1.26,mm,OK,--,8:59:53 AM,1/10/2026
2164,39.6,gf,1.25,mm,OK,--,8:59:53 AM,1/10/2026
2165,39.7,gf,1.24,mm,OK,--,8:59:53 AM,1/10/2026
2166,39.9,gf,1.235,mm,OK,--,8:59:53 AM,1/10/2026
2167,39.7,gf,1.23,mm,OK,--,8:59:53 AM,1/10/2026
2168,39.9,gf,1.225,mm,OK,--,8:59:53 AM,1/10/2026
2169,39.9,gf,1.22,mm,OK,--,8:59:53 AM,1/10/2026
2170,39.8,gf,1.215,mm,OK,--,8:59:53 AM,1/10/2026
2171,39.9,gf,1.215,mm,OK,--,8:59:53 AM,1/10/2026
2172,39.8,gf,1.21,mm,OK,--,8:59:54 AM,1/10/2026
2173,39.8,gf,1.205,mm,OK,--,8:59:54 AM,1/10/2026
2174,39.8,gf,1.19,mm,OK,--,8:59:54 AM,1/10/2026
2175,39.6,gf,1.18,mm,OK,--,8:59:54 AM,1/10/2026
2176,39.6,gf,1.17,mm,OK,--,8:59:54 AM,1/10/2026
2177,40,gf,1.165,mm,OK,--,8:59:54 AM,1/10/2026
2178,39.7,gf,1.16,mm,OK,--,8:59:54 AM,1/10/2026
2179,40.1,gf,1.155,mm,OK,--,8:59:54 AM,1/10/2026
2180,40.1,gf,1.155,mm,OK,--,8:59:54 AM,1/10/2026
2181,40.3,gf,1.15,mm,OK,--,8:59:54 AM,1/10/2026
2182,40.5,gf,1.145,mm,OK,--,8:59:55 AM,1/10/2026
2183,40.9,gf,1.14,mm,OK,--,8:59:55 AM,1/10/2026
2184,41,gf,1.135,mm,OK,--,8:59:55 AM,1/10/2026
2185,41.1,gf,1.125,mm,OK,--,8:59:55 AM,1/10/2026
2186,41,gf,1.12,mm,OK,--,8:59:55 AM,1/10/2026
2187,40.9,gf,1.115,mm,OK,--,8:59:55 AM,1/10/2026
2188,40.5,gf,1.105,mm,OK,--,8:59:55 AM,1/10/2026
2189,40.6,gf,1.1,mm,OK,--,8:59:55 AM,1/10/2026
2190,40.8,gf,1.09,mm,OK,--,8:59:55 AM,1/10/2026
2191,40.5,gf,1.08,mm,OK,--,8:59:55 AM,1/10/2026
2192,40,gf,1.075,mm,OK,--,8:59:56 AM,1/10/2026
2193,39.2,gf,1.065,mm,OK,--,8:59:56 AM,1/10/2026
2194,38.6,gf,1.06,mm,OK,--,8:59:56 AM,1/10/2026
2195,38,gf,1.05,mm,OK,--,8:59:56 AM,1/10/2026
2196,37.8,gf,1.045,mm,OK,--,8:59:56 AM,1/10/2026
2197,37.9,gf,1.04,mm,OK,--,8:59:56 AM,1/10/2026
2198,37.8,gf,1.035,mm,OK,--,8:59:56 AM,1/10/2026
2199,37.8,gf,1.03,mm,OK,--,8:59:56 AM,1/10/2026
2200,37.5,gf,1.02,mm,OK,--,8:59:56 AM,1/10/2026
2201,37.5,gf,1.015,mm,OK,--,8:59:56 AM,1/10/2026
2202,37.6,gf,1.005,mm,OK,--,8:59:57 AM,1/10/2026
2203,37.5,gf,0.99,mm,OK,--,8:59:57 AM,1/10/2026
2204,37,gf,0.985,mm,OK,--,8:59:57 AM,1/10/2026
2205,36.8,gf,0.975,mm,OK,--,8:59:57 AM,1/10/2026
2206,36.6,gf,0.965,mm,OK,--,8:59:57 AM,1/10/2026
2207,36.9,gf,0.96,mm,OK,--,8:59:57 AM,1/10/2026
2208,37.2,gf,0.95,mm,OK,--,8:59:57 AM,1/10/2026
2209,37.6,gf,0.935,mm,OK,--,8:59:57 AM,1/10/2026
2210,37.5,gf,0.925,mm,OK,--,8:59:57 AM,1/10/2026
2211,37.4,gf,0.92,mm,OK,--,8:59:57 AM,1/10/2026
2212,37.1,gf,0.915,mm,OK,--,8:59:58 AM,1/10/2026
2213,37,gf,0.91,mm,OK,--,8:59:58 AM,1/10/2026
2214,37,gf,0.905,mm,OK,--,8:59:58 AM,1/10/2026
