Maximum,192.2,@,No.1176,,,,,
Minimum,-0.2,@,No.2388,,,,,
Average,54.46,,,,,,,
Data Quantity,2405,,,,,,,
Number of NG,0,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date
742,54,gf,2.675,mm,OK,--,8:57:31 AM,1/10/2026
743,54,gf,2.68,mm,OK,--,8:57:31 AM,1/10/2026
744,54.2,gf,2.685,mm,OK,--,8:57:31 AM,1/10/2026
745,54.3,gf,2.69,mm,OK,--,8:57:31 AM,1/10/2026
746,54.1,gf,2.695,mm,OK,--,8:57:31 AM,1/10/2026
747,54,gf,2.7,mm,OK,--,8:57:31 AM,1/10/2026
748,54,gf,2.7,mm,OK,--,8:57:31 AM,1/10/2026
749,54,gf,2.705,mm,OK,--,8:57:31 AM,1/10/2026
750,54,gf,2.71,mm,OK,--,8:57:31 AM,1/10/2026
751,54.1,gf,2.715,mm,OK,--,8:57:31 AM,1/10/2026
752,54.1,gf,2.72,mm,OK,--,8:57:32 AM,1/10/2026
753,54.1,gf,2.725,mm,OK,--,8:57:32 AM,1/10/2026
754,54.2,gf,2.73,mm,OK,--,8:57:32 AM,1/10/2026
755,54.3,gf,2.73,mm,OK,--,8:57:32 AM,1/10/2026
756,54.4,gf,2.735,mm,OK,--,8:57:32 AM,1/10/2026
757,54.4,gf,2.745,mm,OK,--,8:57:32 AM,1/10/2026
758,54.5,gf,2.75,mm,OK,--,8:57:32 AM,1/10/2026
759,54.5,gf,2.76,mm,OK,--,8:57:32 AM,1/10/2026
760,54.5,gf,2.77,mm,OK,--,8:57:32 AM,1/10/2026
761,54.6,gf,2.775,mm,OK,--,8:57:32 AM,1/10/2026
762,54.7,gf,2.785,mm,OK,--,8:57:33 AM,1/10/2026
763,54.8,gf,2.795,mm,OK,--,8:57:33 AM,1/10/2026
764,54.8,gf,2.805,mm,OK,--,8:57:33 AM,1/10/2026
765,54.9,gf,2.81,mm,OK,--,8:57:33 AM,1/10/2026
766,54.9,gf,2.82,mm,OK,--,8:57:33 AM,1/10/2026
767,55,gf,2.825,mm,OK,--,8:57:33 AM,1/10/2026
768,55,gf,2.83,mm,OK,--,8:57:33 AM,1/10/2026
769,55,gf,2.835,mm,OK,--,8:57:33 AM,1/10/2026
770,55.1,gf,2.84,mm,OK,--,8:57:33 AM,1/10/2026
771,55,gf,2.845,mm,OK,--,8:57:33 AM,1/10/2026
772,55.1,gf,2.85,mm,OK,--,8:57:34 AM,1/10/2026
773,55.2,gf,2.855,mm,OK,--,8:57:34 AM,1/10/2026
774,55.3,gf,2.86,mm,OK,--,8:57:34 AM,1/10/2026
775,55.4,gf,2.865,mm,OK,--,8:57:34 AM,1/10/2026
776,55.5,gf,2.87,mm,OK,--,8:57:34 AM,1/10/2026
777,55.5,gf,2.875,mm,OK,--,8:57:34 AM,1/10/2026
778,55.3,gf,2.88,mm,OK,--,8:57:34 AM,1/10/2026
779,55.4,gf,2.885,mm,OK,--,8:57:34 AM,1/10/2026
780,55.5,gf,2.89,mm,OK,--,8:57:34 AM,1/10/2026
781,55.5,gf,2.895,mm,OK,--,8:57:34 AM,1/10/2026
782,55.4,gf,2.895,mm,OK,--,8:57:35 AM,1/10/2026
783,55.4,gf,2.9,mm,OK,--,8:57:35 AM,1/10/2026
784,55.5,gf,2.9,mm,OK,--,8:57:35 AM,1/10/2026
785,55.5,gf,2.905,mm,OK,--,8:57:35 AM,1/10/2026
786,55.6,gf,2.905,mm,OK,--,8:57:35 AM,1/10/2026
787,55.6,gf,2.91,mm,OK,--,8:57:35 AM,1/10/2026
788,55.7,gf,2.91,mm,OK,--,8:57:35 AM,1/10/2026
789,55.7,gf,2.915,mm,OK,--,8:57:35 AM,1/10/2026
790,55.7,gf,2.92,mm,OK,--,8:57:35 AM,1/10/2026
791,55.7,gf,2.92,mm,OK,--,8:57:35 AM,1/10/2026
792,55.8,gf,2.925,mm,OK,--,8:57:36 AM,1/10/2026
793,55.8,gf,2.925,mm,OK,--,8:57:36 AM,1/10/2026
794,55.8,gf,2.93,mm,OK,--,8:57:36 AM,1/10/2026
795,55.8,gf,2.935,mm,OK,--,8:57:36 AM,1/10/2026
796,55.8,gf,2.935,mm,OK,--,8:57:36 AM,1/10/2026
797,55.9,gf,2.935,mm,OK,--,8:57:36 AM,1/10/2026
798,56.1,gf,2.94,mm,OK,--,8:57:36 AM,1/10/2026
799,56.1,gf,2.94,mm,OK,--,8:57:36 AM,1/10/2026
800,56.2,gf,2.945,mm,OK,--,8:57:36 AM,1/10/2026
801,56.1,gf,2.945,mm,OK,--,8:57:36 AM,1/10/2026
802,56.1,gf,2.95,mm,OK,--,8:57:37 AM,1/10/2026
803,56.1,gf,2.955,mm,OK,--,8:57:37 AM,1/10/2026
804,56.1,gf,2.955,mm,OK,--,8:57:37 AM,1/10/2026
805,56.1,gf,2.96,mm,OK,--,8:57:37 AM,1/10/2026
806,56.2,gf,2.96,mm,OK,--,8:57:37 AM,1/10/2026
807,56.2,gf,2.965,mm,OK,--,8:57:37 AM,1/10/2026
808,56.3,gf,2.97,mm,OK,--,8:57:37 AM,1/10/2026
809,56.3,gf,2.97,mm,OK,--,8:57:37 AM,1/10/2026
810,56.3,gf,2.975,mm,OK,--,8:57:37 AM,1/10/2026
811,56.4,gf,2.975,mm,OK,--,8:57:37 AM,1/10/2026
812,56.4,gf,2.98,mm,OK,--,8:57:38 AM,1/10/2026
813,56.4,gf,2.98,mm,OK,--,8:57:38 AM,1/10/2026
814,56.4,gf,2.985,mm,OK,--,8:57:38 AM,1/10/2026
815,56.5,gf,2.99,mm,OK,--,8:57:38 AM,1/10/2026
816,56.6,gf,2.99,mm,OK,--,8:57:38 AM,1/10/2026
817,56.7,gf,2.995,mm,OK,--,8:57:38 AM,1/10/2026
818,56.6,gf,3,mm,OK,--,8:57:38 AM,1/10/2026
819,56.4,gf,3,mm,OK,--,8:57:38 AM,1/10/2026
820,56.6,gf,3.005,mm,OK,--,8:57:38 AM,1/10/2026
821,56.5,gf,3.005,mm,OK,--,8:57:38 AM,1/10/2026
822,56.5,gf,3.01,mm,OK,--,8:57:39 AM,1/10/2026
823,56.6,gf,3.015,mm,OK,--,8:57:39 AM,1/10/2026
824,56.7,gf,3.015,mm,OK,--,8:57:39 AM,1/10/2026
825,56.7,gf,3.015,mm,OK,--,8:57:39 AM,1/10/2026
826,56.8,gf,3.02,mm,OK,--,8:57:39 AM,1/10/2026
827,56.8,gf,3.02,mm,OK,--,8:57:39 AM,1/10/2026
828,56.8,gf,3.025,mm,OK,--,8:57:39 AM,1/10/2026
829,56.8,gf,3.025,mm,OK,--,8:57:39 AM,1/10/2026
830,56.8,gf,3.03,mm,OK,--,8:57:39 AM,1/10/2026
831,56.8,gf,3.03,mm,OK,--,8:57:39 AM,1/10/2026
832,56.8,gf,3.03,mm,OK,--,8:57:40 AM,1/10/2026
833,56.8,gf,3.035,mm,OK,--,8:57:40 AM,1/10/2026
834,56.8,gf,3.035,mm,OK,--,8:57:40 AM,1/10/2026
835,56.8,gf,3.035,mm,OK,--,8:57:40 AM,1/10/2026
836,56.8,gf,3.04,mm,OK,--,8:57:40 AM,1/10/2026
837,56.8,gf,3.04,mm,OK,--,8:57:40 AM,1/10/2026
838,56.8,gf,3.04,mm,OK,--,8:57:40 AM,1/10/2026
839,56.8,gf,3.045,mm,OK,--,8:57:40 AM,1/10/2026
840,56.8,gf,3.045,mm,OK,--,8:57:40 AM,1/10/2026
841,56.9,gf,3.045,mm,OK,--,8:57:40 AM,1/10/2026
842,56.9,gf,3.05,mm,OK,--,8:57:41 AM,1/10/2026
843,56.8,gf,3.05,mm,OK,--,8:57:41 AM,1/10/2026
844,56.8,gf,3.05,mm,OK,--,8:57:41 AM,1/10/2026
845,56.8,gf,3.05,mm,OK,--,8:57:41 AM,1/10/2026
846,56.8,gf,3.055,mm,OK,--,8:57:41 AM,1/10/2026
847,56.7,gf,3.055,mm,OK,--,8:57:41 AM,1/10/2026
848,56.7,gf,3.055,mm,OK,--,8:57:41 AM,1/10/2026
849,56.7,gf,3.055,mm,OK,--,8:57:41 AM,1/10/2026
850,56.7,gf,3.06,mm,OK,--,8:57:41 AM,1/10/2026
851,56.8,gf,3.06,mm,OK,--,8:57:41 AM,1/10/2026
852,56.8,gf,3.06,mm,OK,--,8:57:42 AM,1/10/2026
853,56.8,gf,3.06,mm,OK,--,8:57:42 AM,1/10/2026
854,56.9,gf,3.06,mm,OK,--,8:57:42 AM,1/10/2026
855,56.9,gf,3.065,mm,OK,--,8:57:42 AM,1/10/2026
856,56.9,gf,3.065,mm,OK,--,8:57:42 AM,1/10/2026
857,56.9,gf,3.065,mm,OK,--,8:57:42 AM,1/10/2026
858,57,gf,3.07,mm,OK,--,8:57:42 AM,1/10/2026
859,57,gf,3.07,mm,OK,--,8:57:42 AM,1/10/2026
860,57,gf,3.075,mm,OK,--,8:57:42 AM,1/10/2026
861,57,gf,3.08,mm,OK,--,8:57:42 AM,1/10/2026
862,57,gf,3.08,mm,OK,--,8:57:43 AM,1/10/2026
863,57,gf,3.085,mm,OK,--,8:57:43 AM,1/10/2026
864,57.1,gf,3.085,mm,OK,--,8:57:43 AM,1/10/2026
865,57.1,gf,3.09,mm,OK,--,8:57:43 AM,1/10/2026
866,57.2,gf,3.095,mm,OK,--,8:57:43 AM,1/10/2026
867,57.2,gf,3.105,mm,OK,--,8:57:43 AM,1/10/2026
868,57.3,gf,3.11,mm,OK,--,8:57:43 AM,1/10/2026
869,57.5,gf,3.115,mm,OK,--,8:57:43 AM,1/10/2026
870,57.4,gf,3.12,mm,OK,--,8:57:43 AM,1/10/2026
871,57.4,gf,3.125,mm,OK,--,8:57:43 AM,1/10/2026
872,57.5,gf,3.13,mm,OK,--,8:57:44 AM,1/10/2026
873,57.5,gf,3.135,mm,OK,--,8:57:44 AM,1/10/2026
874,57.5,gf,3.14,mm,OK,--,8:57:44 AM,1/10/2026
875,57.5,gf,3.145,mm,OK,--,8:57:44 AM,1/10/2026
876,57.6,gf,3.145,mm,OK,--,8:57:44 AM,1/10/2026
877,57.7,gf,3.15,mm,OK,--,8:57:44 AM,1/10/2026
878,57.8,gf,3.155,mm,OK,--,8:57:44 AM,1/10/2026
879,57.6,gf,3.155,mm,OK,--,8:57:44 AM,1/10/2026
880,57.6,gf,3.16,mm,OK,--,8:57:44 AM,1/10/2026
881,57.6,gf,3.165,mm,OK,--,8:57:44 AM,1/10/2026
882,57.6,gf,3.165,mm,OK,--,8:57:45 AM,1/10/2026
883,57.6,gf,3.165,mm,OK,--,8:57:45 AM,1/10/2026
884,57.6,gf,3.17,mm,OK,--,8:57:45 AM,1/10/2026
885,57.6,gf,3.17,mm,OK,--,8:57:45 AM,1/10/2026
886,57.6,gf,3.175,mm,OK,--,8:57:45 AM,1/10/2026
887,57.6,gf,3.175,mm,OK,--,8:57:45 AM,1/10/2026
888,57.6,gf,3.18,mm,OK,--,8:57:45 AM,1/10/2026
889,57.6,gf,3.185,mm,OK,--,8:57:45 AM,1/10/2026
890,57.6,gf,3.19,mm,OK,--,8:57:45 AM,1/10/2026
891,57.6,gf,3.2,mm,OK,--,8:57:45 AM,1/10/2026
892,57.7,gf,3.21,mm,OK,--,8:57:46 AM,1/10/2026
893,57.8,gf,3.215,mm,OK,--,8:57:46 AM,1/10/2026
894,57.9,gf,3.225,mm,OK,--,8:57:46 AM,1/10/2026
895,57.9,gf,3.23,mm,OK,--,8:57:46 AM,1/10/2026
896,57.9,gf,3.235,mm,OK,--,8:57:46 AM,1/10/2026
897,58,gf,3.24,mm,OK,--,8:57:46 AM,1/10/2026
898,58,gf,3.245,mm,OK,--,8:57:46 AM,1/10/2026
899,58,gf,3.25,mm,OK,--,8:57:46 AM,1/10/2026
900,58.1,gf,3.25,mm,OK,--,8:57:46 AM,1/10/2026
901,58.2,gf,3.255,mm,OK,--,8:57:46 AM,1/10/2026
902,58.3,gf,3.255,mm,OK,--,8:57:47 AM,1/10/2026
903,58.2,gf,3.26,mm,OK,--,8:57:47 AM,1/10/2026
904,58.3,gf,3.265,mm,OK,--,8:57:47 AM,1/10/2026
905,58.3,gf,3.265,mm,OK,--,8:57:47 AM,1/10/2026
906,58.3,gf,3.27,mm,OK,--,8:57:47 AM,1/10/2026
907,58.3,gf,3.275,mm,OK,--,8:57:47 AM,1/10/2026
908,58.3,gf,3.275,mm,OK,--,8:57:47 AM,1/10/2026
909,58.4,gf,3.28,mm,OK,--,8:57:47 AM,1/10/2026
910,58.4,gf,3.285,mm,OK,--,8:57:47 AM,1/10/2026
911,58.3,gf,3.29,mm,OK,--,8:57:47 AM,1/10/2026
912,58.4,gf,3.29,mm,OK,--,8:57:48 AM,1/10/2026
913,58.3,gf,3.295,mm,OK,--,8:57:48 AM,1/10/2026
914,58.3,gf,3.3,mm,OK,--,8:57:48 AM,1/10/2026
915,58.4,gf,3.305,mm,OK,--,8:57:48 AM,1/10/2026
916,58.5,gf,3.31,mm,OK,--,8:57:48 AM,1/10/2026
917,58.4,gf,3.31,mm,OK,--,8:57:48 AM,1/10/2026
918,58.4,gf,3.315,mm,OK,--,8:57:48 AM,1/10/2026
919,58.4,gf,3.32,mm,OK,--,8:57:48 AM,1/10/2026
920,58.4,gf,3.32,mm,OK,--,8:57:48 AM,1/10/2026
921,58.4,gf,3.325,mm,OK,--,8:57:48 AM,1/10/2026
922,58.5,gf,3.325,mm,OK,--,8:57:49 AM,1/10/2026
923,58.5,gf,3.33,mm,OK,--,8:57:49 AM,1/10/2026
924,58.5,gf,3.335,mm,OK,--,8:57:49 AM,1/10/2026
925,58.5,gf,3.335,mm,OK,--,8:57:49 AM,1/10/2026
926,58.6,gf,3.34,mm,OK,--,8:57:49 AM,1/10/2026
927,58.7,gf,3.34,mm,OK,--,8:57:49 AM,1/10/2026
928,58.7,gf,3.345,mm,OK,--,8:57:49 AM,1/10/2026
929,58.7,gf,3.345,mm,OK,--,8:57:49 AM,1/10/2026
930,58.7,gf,3.35,mm,OK,--,8:57:49 AM,1/10/2026
931,58.7,gf,3.35,mm,OK,--,8:57:49 AM,1/10/2026
932,58.8,gf,3.355,mm,OK,--,8:57:50 AM,1/10/2026
933,59,gf,3.355,mm,OK,--,8:57:50 AM,1/10/2026
934,59.1,gf,3.36,mm,OK,--,8:57:50 AM,1/10/2026
935,59.1,gf,3.36,mm,OK,--,8:57:50 AM,1/10/2026
936,59,gf,3.365,mm,OK,--,8:57:50 AM,1/10/2026
937,59.1,gf,3.365,mm,OK,--,8:57:50 AM,1/10/2026
938,59.2,gf,3.37,mm,OK,--,8:57:50 AM,1/10/2026
939,59.2,gf,3.37,mm,OK,--,8:57:50 AM,1/10/2026
940,59.2,gf,3.375,mm,OK,--,8:57:50 AM,1/10/2026
941,59.4,gf,3.38,mm,OK,--,8:57:50 AM,1/10/2026
942,59.2,gf,3.385,mm,OK,--,8:57:51 AM,1/10/2026
943,59.1,gf,3.39,mm,OK,--,8:57:51 AM,1/10/2026
944,59.2,gf,3.395,mm,OK,--,8:57:51 AM,1/10/2026
945,59.3,gf,3.395,mm,OK,--,8:57:51 AM,1/10/2026
946,59.3,gf,3.4,mm,OK,--,8:57:51 AM,1/10/2026
947,59.3,gf,3.4,mm,OK,--,8:57:51 AM,1/10/2026
948,59.2,gf,3.405,mm,OK,--,8:57:51 AM,1/10/2026
949,59.2,gf,3.405,mm,OK,--,8:57:51 AM,1/10/2026
950,59.2,gf,3.405,mm,OK,--,8:57:51 AM,1/10/2026
951,59.4,gf,3.41,mm,OK,--,8:57:51 AM,1/10/2026
952,59.5,gf,3.415,mm,OK,--,8:57:52 AM,1/10/2026
953,59.6,gf,3.415,mm,OK,--,8:57:52 AM,1/10/2026
954,59.7,gf,3.42,mm,OK,--,8:57:52 AM,1/10/2026
955,59.6,gf,3.42,mm,OK,--,8:57:52 AM,1/10/2026
956,59.7,gf,3.425,mm,OK,--,8:57:52 AM,1/10/2026
957,59.6,gf,3.425,mm,OK,--,8:57:52 AM,1/10/2026
958,59.7,gf,3.425,mm,OK,--,8:57:52 AM,1/10/2026
959,59.8,gf,3.43,mm,OK,--,8:57:52 AM,1/10/2026
960,59.8,gf,3.435,mm,OK,--,8:57:52 AM,1/10/2026
961,59.9,gf,3.44,mm,OK,--,8:57:52 AM,1/10/2026
962,60,gf,3.445,mm,OK,--,8:57:53 AM,1/10/2026
963,60.1,gf,3.45,mm,OK,--,8:57:53 AM,1/10/2026
964,60.4,gf,3.455,mm,OK,--,8:57:53 AM,1/10/2026
965,60.5,gf,3.46,mm,OK,--,8:57:53 AM,1/10/2026
966,60.5,gf,3.465,mm,OK,--,8:57:53 AM,1/10/2026
967,60.3,gf,3.47,mm,OK,--,8:57:53 AM,1/10/2026
968,60.3,gf,3.475,mm,OK,--,8:57:53 AM,1/10/2026
969,60.3,gf,3.48,mm,OK,--,8:57:53 AM,1/10/2026
970,60.3,gf,3.48,mm,OK,--,8:57:53 AM,1/10/2026
971,60.3,gf,3.485,mm,OK,--,8:57:53 AM,1/10/2026
972,60.4,gf,3.49,mm,OK,--,8:57:54 AM,1/10/2026
973,60.5,gf,3.495,mm,OK,--,8:57:54 AM,1/10/2026
974,60.6,gf,3.5,mm,OK,--,8:57:54 AM,1/10/2026
975,60.7,gf,3.505,mm,OK,--,8:57:54 AM,1/10/2026
976,60.7,gf,3.51,mm,OK,--,8:57:54 AM,1/10/2026
977,60.7,gf,3.515,mm,OK,--,8:57:54 AM,1/10/2026
978,60.7,gf,3.52,mm,OK,--,8:57:54 AM,1/10/2026
979,60.8,gf,3.525,mm,OK,--,8:57:54 AM,1/10/2026
980,60.7,gf,3.525,mm,OK,--,8:57:54 AM,1/10/2026
981,60.8,gf,3.53,mm,OK,--,8:57:54 AM,1/10/2026
982,60.8,gf,3.535,mm,OK,--,8:57:55 AM,1/10/2026
983,60.8,gf,3.535,mm,OK,--,8:57:55 AM,1/10/2026
984,60.8,gf,3.54,mm,OK,--,8:57:55 AM,1/10/2026
985,60.9,gf,3.545,mm,OK,--,8:57:55 AM,1/10/2026
986,60.9,gf,3.545,mm,OK,--,8:57:55 AM,1/10/2026
987,61.1,gf,3.55,mm,OK,--,8:57:55 AM,1/10/2026
988,61.1,gf,3.555,mm,OK,--,8:57:55 AM,1/10/2026
989,61.1,gf,3.56,mm,OK,--,8:57:55 AM,1/10/2026
990,61.1,gf,3.56,mm,OK,--,8:57:55 AM,1/10/2026
991,61.1,gf,3.565,mm,OK,--,8:57:55 AM,1/10/2026
992,61.1,gf,3.565,mm,OK,--,8:57:56 AM,1/10/2026
993,61,gf,3.57,mm,OK,--,8:57:56 AM,1/10/2026
994,61.1,gf,3.575,mm,OK,--,8:57:56 AM,1/10/2026
995,61.2,gf,3.575,mm,OK,--,8:57:56 AM,1/10/2026
996,61.2,gf,3.58,mm,OK,--,8:57:56 AM,1/10/2026
997,61.2,gf,3.585,mm,OK,--,8:57:56 AM,1/10/2026
998,61.3,gf,3.59,mm,OK,--,8:57:56 AM,1/10/2026
999,61.3,gf,3.59,mm,OK,--,8:57:56 AM,1/10/2026
1000,61.3,gf,3.595,mm,OK,--,8:57:56 AM,1/10/2026
1001,61.4,gf,3.6,mm,OK,--,8:57:56 AM,1/10/2026
1002,61.6,gf,3.605,mm,OK,--,8:57:57 AM,1/10/2026
1003,61.5,gf,3.605,mm,OK,--,8:57:57 AM,1/10/2026
1004,61.5,gf,3.61,mm,OK,--,8:57:57 AM,1/10/2026
1005,61.5,gf,3.615,mm,OK,--,8:57:57 AM,1/10/2026
1006,61.4,gf,3.615,mm,OK,--,8:57:57 AM,1/10/2026
1007,61.5,gf,3.62,mm,OK,--,8:57:57 AM,1/10/2026
1008,61.6,gf,3.62,mm,OK,--,8:57:57 AM,1/10/2026
1009,61.6,gf,3.625,mm,OK,--,8:57:57 AM,1/10/2026
1010,61.6,gf,3.625,mm,OK,--,8:57:57 AM,1/10/2026
1011,61.7,gf,3.625,mm,OK,--,8:57:57 AM,1/10/2026
1012,61.8,gf,3.63,mm,OK,--,8:57:58 AM,1/10/2026
1013,61.8,gf,3.63,mm,OK,--,8:57:58 AM,1/10/2026
1014,61.9,gf,3.635,mm,OK,--,8:57:58 AM,1/10/2026
1015,61.9,gf,3.635,mm,OK,--,8:57:58 AM,1/10/2026
1016,61.9,gf,3.635,mm,OK,--,8:57:58 AM,1/10/2026
1017,62,gf,3.64,mm,OK,--,8:57:58 AM,1/10/2026
1018,62.1,gf,3.64,mm,OK,--,8:57:58 AM,1/10/2026
1019,62.1,gf,3.64,mm,OK,--,8:57:58 AM,1/10/2026
1020,62.2,gf,3.645,mm,OK,--,8:57:58 AM,1/10/2026
1021,62.2,gf,3.645,mm,OK,--,8:57:58 AM,1/10/2026
1022,62.2,gf,3.645,mm,OK,--,8:57:59 AM,1/10/2026
1023,62.2,gf,3.65,mm,OK,--,8:57:59 AM,1/10/2026
1024,62.2,gf,3.65,mm,OK,--,8:57:59 AM,1/10/2026
1025,62.1,gf,3.655,mm,OK,--,8:57:59 AM,1/10/2026
1026,62.2,gf,3.655,mm,OK,--,8:57:59 AM,1/10/2026
1027,62.2,gf,3.655,mm,OK,--,8:57:59 AM,1/10/2026
1028,62.2,gf,3.66,mm,OK,--,8:57:59 AM,1/10/2026
1029,62.2,gf,3.66,mm,OK,--,8:57:59 AM,1/10/2026
1030,62.1,gf,3.665,mm,OK,--,8:57:59 AM,1/10/2026
1031,62.1,gf,3.665,mm,OK,--,8:57:59 AM,1/10/2026
1032,62.1,gf,3.67,mm,OK,--,8:58:00 AM,1/10/2026
1033,62.1,gf,3.67,mm,OK,--,8:58:00 AM,1/10/2026
1034,62.2,gf,3.675,mm,OK,--,8:58:00 AM,1/10/2026
1035,62.2,gf,3.675,mm,OK,--,8:58:00 AM,1/10/2026
1036,62.2,gf,3.68,mm,OK,--,8:58:00 AM,1/10/2026
1037,62.3,gf,3.685,mm,OK,--,8:58:00 AM,1/10/2026
1038,62.4,gf,3.685,mm,OK,--,8:58:00 AM,1/10/2026
1039,62.1,gf,3.695,mm,OK,--,8:58:00 AM,1/10/2026
1040,62.3,gf,3.7,mm,OK,--,8:58:00 AM,1/10/2026
1041,62.2,gf,3.705,mm,OK,--,8:58:00 AM,1/10/2026
1042,62,gf,3.71,mm,OK,--,8:58:01 AM,1/10/2026
1043,62,gf,3.72,mm,OK,--,8:58:01 AM,1/10/2026
1044,62,gf,3.725,mm,OK,--,8:58:01 AM,1/10/2026
1045,62,gf,3.73,mm,OK,--,8:58:01 AM,1/10/2026
1046,62.1,gf,3.735,mm,OK,--,8:58:01 AM,1/10/2026
1047,62.2,gf,3.735,mm,OK,--,8:58:01 AM,1/10/2026
1048,62.3,gf,3.74,mm,OK,--,8:58:01 AM,1/10/2026
1049,62.4,gf,3.745,mm,OK,--,8:58:01 AM,1/10/2026
1050,62.5,gf,3.75,mm,OK,--,8:58:01 AM,1/10/2026
1051,62.7,gf,3.76,mm,OK,--,8:58:01 AM,1/10/2026
1052,62.7,gf,3.765,mm,OK,--,8:58:02 AM,1/10/2026
1053,62.7,gf,3.765,mm,OK,--,8:58:02 AM,1/10/2026
1054,62.8,gf,3.77,mm,OK,--,8:58:02 AM,1/10/2026
1055,62.9,gf,3.775,mm,OK,--,8:58:02 AM,1/10/2026
1056,62.8,gf,3.78,mm,OK,--,8:58:02 AM,1/10/2026
1057,63,gf,3.78,mm,OK,--,8:58:02 AM,1/10/2026
1058,63.1,gf,3.785,mm,OK,--,8:58:02 AM,1/10/2026
1059,63.1,gf,3.785,mm,OK,--,8:58:02 AM,1/10/2026
1060,63.1,gf,3.79,mm,OK,--,8:58:02 AM,1/10/2026
1061,63.2,gf,3.795,mm,OK,--,8:58:02 AM,1/10/2026
1062,63.3,gf,3.8,mm,OK,--,8:58:03 AM,1/10/2026
1063,63.4,gf,3.8,mm,OK,--,8:58:03 AM,1/10/2026
1064,63.3,gf,3.805,mm,OK,--,8:58:03 AM,1/10/2026
1065,62.4,gf,3.81,mm,OK,--,8:58:03 AM,1/10/2026
1066,62.4,gf,3.815,mm,OK,--,8:58:03 AM,1/10/2026
1067,62.5,gf,3.82,mm,OK,--,8:58:03 AM,1/10/2026
1068,62.6,gf,3.825,mm,OK,--,8:58:03 AM,1/10/2026
1069,62.7,gf,3.83,mm,OK,--,8:58:03 AM,1/10/2026
1070,62.9,gf,3.84,mm,OK,--,8:58:03 AM,1/10/2026
1071,62.9,gf,3.845,mm,OK,--,8:58:03 AM,1/10/2026
1072,63,gf,3.85,mm,OK,--,8:58:04 AM,1/10/2026
1073,63.1,gf,3.86,mm,OK,--,8:58:04 AM,1/10/2026
1074,63.1,gf,3.865,mm,OK,--,8:58:04 AM,1/10/2026
1075,63.4,gf,3.875,mm,OK,--,8:58:04 AM,1/10/2026
1076,63.4,gf,3.88,mm,OK,--,8:58:04 AM,1/10/2026
1077,63.4,gf,3.885,mm,OK,--,8:58:04 AM,1/10/2026
1078,63.4,gf,3.89,mm,OK,--,8:58:04 AM,1/10/2026
1079,63.6,gf,3.895,mm,OK,--,8:58:04 AM,1/10/2026
1080,63.7,gf,3.9,mm,OK,--,8:58:04 AM,1/10/2026
1081,63.2,gf,3.905,mm,OK,--,8:58:04 AM,1/10/2026
1082,63.1,gf,3.91,mm,OK,--,8:58:05 AM,1/10/2026
1083,63.2,gf,3.915,mm,OK,--,8:58:05 AM,1/10/2026
1084,63.4,gf,3.92,mm,OK,--,8:58:05 AM,1/10/2026
1085,63.5,gf,3.925,mm,OK,--,8:58:05 AM,1/10/2026
1086,63.4,gf,3.935,mm,OK,--,8:58:05 AM,1/10/2026
1087,63.4,gf,3.935,mm,OK,--,8:58:05 AM,1/10/2026
1088,63.5,gf,3.94,mm,OK,--,8:58:05 AM,1/10/2026
1089,63.5,gf,3.94,mm,OK,--,8:58:05 AM,1/10/2026
1090,63.5,gf,3.94,mm,OK,--,8:58:05 AM,1/10/2026
1091,63.6,gf,3.945,mm,OK,--,8:58:05 AM,1/10/2026
1092,63.6,gf,3.945,mm,OK,--,8:58:06 AM,1/10/2026
1093,63.6,gf,3.95,mm,OK,--,8:58:06 AM,1/10/2026
1094,63.7,gf,3.95,mm,OK,--,8:58:06 AM,1/10/2026
1095,63.7,gf,3.955,mm,OK,--,8:58:06 AM,1/10/2026
1096,63.6,gf,3.96,mm,OK,--,8:58:06 AM,1/10/2026
1097,63.6,gf,3.97,mm,OK,--,8:58:06 AM,1/10/2026
1098,63.7,gf,3.975,mm,OK,--,8:58:06 AM,1/10/2026
1099,63.9,gf,3.985,mm,OK,--,8:58:06 AM,1/10/2026
1100,64.1,gf,3.99,mm,OK,--,8:58:06 AM,1/10/2026
1101,64.1,gf,3.995,mm,OK,--,8:58:06 AM,1/10/2026
1102,64.3,gf,4,mm,OK,--,8:58:07 AM,1/10/2026
1103,64.3,gf,4.01,mm,OK,--,8:58:07 AM,1/10/2026
1104,64.4,gf,4.02,mm,OK,--,8:58:07 AM,1/10/2026
1105,64.4,gf,4.03,mm,OK,--,8:58:07 AM,1/10/2026
1106,64.4,gf,4.04,mm,OK,--,8:58:07 AM,1/10/2026
1107,64.6,gf,4.05,mm,OK,--,8:58:07 AM,1/10/2026
1108,64.8,gf,4.055,mm,OK,--,8:58:07 AM,1/10/2026
1109,64.8,gf,4.065,mm,OK,--,8:58:07 AM,1/10/2026
1110,65,gf,4.07,mm,OK,--,8:58:07 AM,1/10/2026
1111,65.1,gf,4.075,mm,OK,--,8:58:07 AM,1/10/2026
1112,65.1,gf,4.08,mm,OK,--,8:58:08 AM,1/10/2026
1113,65.1,gf,4.085,mm,OK,--,8:58:08 AM,1/10/2026
1114,64.9,gf,4.09,mm,OK,--,8:58:08 AM,1/10/2026
