Maximum,189.7,@,No.1241,,,,,,
Minimum,-0.9,@,No.2375,,,,,,
Average,51.49,,,,,,,,
Data Quantity,2390,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
123,32.5,gf,0.320,mm,OK,--,7:02:44 PM,3/11/2026,
124,32.7,gf,0.320,mm,OK,--,7:02:44 PM,3/11/2026,
125,32.7,gf,0.325,mm,OK,--,7:02:44 PM,3/11/2026,
126,32.7,gf,0.330,mm,OK,--,7:02:45 PM,3/11/2026,
127,32.7,gf,0.335,mm,OK,--,7:02:45 PM,3/11/2026,
128,32.6,gf,0.340,mm,OK,--,7:02:45 PM,3/11/2026,
129,32.7,gf,0.345,mm,OK,--,7:02:45 PM,3/11/2026,
130,32.5,gf,0.350,mm,OK,--,7:02:45 PM,3/11/2026,
131,32.5,gf,0.350,mm,OK,--,7:02:45 PM,3/11/2026,
132,32.4,gf,0.355,mm,OK,--,7:02:45 PM,3/11/2026,
133,32.4,gf,0.355,mm,OK,--,7:02:45 PM,3/11/2026,
134,32.4,gf,0.355,mm,OK,--,7:02:45 PM,3/11/2026,
135,32.5,gf,0.360,mm,OK,--,7:02:45 PM,3/11/2026,
136,32.4,gf,0.360,mm,OK,--,7:02:46 PM,3/11/2026,
137,32.4,gf,0.360,mm,OK,--,7:02:46 PM,3/11/2026,
138,32.4,gf,0.365,mm,OK,--,7:02:46 PM,3/11/2026,
139,32.3,gf,0.365,mm,OK,--,7:02:46 PM,3/11/2026,
140,32.5,gf,0.370,mm,OK,--,7:02:46 PM,3/11/2026,
141,32.5,gf,0.370,mm,OK,--,7:02:46 PM,3/11/2026,
142,32.4,gf,0.370,mm,OK,--,7:02:46 PM,3/11/2026,
143,32.6,gf,0.375,mm,OK,--,7:02:46 PM,3/11/2026,
144,32.5,gf,0.375,mm,OK,--,7:02:46 PM,3/11/2026,
145,32.4,gf,0.375,mm,OK,--,7:02:46 PM,3/11/2026,
146,32.4,gf,0.380,mm,OK,--,7:02:47 PM,3/11/2026,
147,32.6,gf,0.380,mm,OK,--,7:02:47 PM,3/11/2026,
148,32.5,gf,0.380,mm,OK,--,7:02:47 PM,3/11/2026,
149,32.5,gf,0.385,mm,OK,--,7:02:47 PM,3/11/2026,
150,32.6,gf,0.385,mm,OK,--,7:02:47 PM,3/11/2026,
151,32.5,gf,0.390,mm,OK,--,7:02:47 PM,3/11/2026,
152,32.6,gf,0.390,mm,OK,--,7:02:47 PM,3/11/2026,
153,32.6,gf,0.395,mm,OK,--,7:02:47 PM,3/11/2026,
154,32.6,gf,0.395,mm,OK,--,7:02:47 PM,3/11/2026,
155,32.6,gf,0.400,mm,OK,--,7:02:47 PM,3/11/2026,
156,32.6,gf,0.405,mm,OK,--,7:02:48 PM,3/11/2026,
157,32.6,gf,0.410,mm,OK,--,7:02:48 PM,3/11/2026,
158,32.5,gf,0.415,mm,OK,--,7:02:48 PM,3/11/2026,
159,32.6,gf,0.415,mm,OK,--,7:02:48 PM,3/11/2026,
160,32.6,gf,0.420,mm,OK,--,7:02:48 PM,3/11/2026,
161,32.6,gf,0.425,mm,OK,--,7:02:48 PM,3/11/2026,
162,32.7,gf,0.430,mm,OK,--,7:02:48 PM,3/11/2026,
163,32.6,gf,0.435,mm,OK,--,7:02:48 PM,3/11/2026,
164,32.6,gf,0.435,mm,OK,--,7:02:48 PM,3/11/2026,
165,32.7,gf,0.440,mm,OK,--,7:02:48 PM,3/11/2026,
166,32.7,gf,0.445,mm,OK,--,7:02:49 PM,3/11/2026,
167,32.6,gf,0.450,mm,OK,--,7:02:49 PM,3/11/2026,
168,32.6,gf,0.450,mm,OK,--,7:02:49 PM,3/11/2026,
169,32.6,gf,0.455,mm,OK,--,7:02:49 PM,3/11/2026,
170,32.5,gf,0.455,mm,OK,--,7:02:49 PM,3/11/2026,
171,32.5,gf,0.455,mm,OK,--,7:02:49 PM,3/11/2026,
172,32.6,gf,0.460,mm,OK,--,7:02:49 PM,3/11/2026,
173,32.7,gf,0.460,mm,OK,--,7:02:49 PM,3/11/2026,
174,32.5,gf,0.460,mm,OK,--,7:02:49 PM,3/11/2026,
175,32.6,gf,0.465,mm,OK,--,7:02:49 PM,3/11/2026,
176,32.6,gf,0.465,mm,OK,--,7:02:50 PM,3/11/2026,
177,32.7,gf,0.465,mm,OK,--,7:02:50 PM,3/11/2026,
178,32.7,gf,0.470,mm,OK,--,7:02:50 PM,3/11/2026,
179,32.7,gf,0.470,mm,OK,--,7:02:50 PM,3/11/2026,
